User Name,Annotation,comment_Text,Multi,Score,Reply Content,Unnamed: 6
Harsha Joji,Non_Functional,Fit On has great workout plans but I just wish that you don't have to pay to see the recipes.,Usability,3,,
Willis,Non_Functional,I wish more was open to the public for free and I understand that it takes money to run the app but I can't spend money frivolously. Personally I haven't seen results either.,Usability,3,,
Hui SGSG,Non_Functional,"You guys were great, and I understand the need to make money. No longer able to cast the workout to the TV, and being a poor chap, I have to uninstall. Times were good, so long.",Usability,3,,
Vianka Jauregui,Non_Functional,"The variety and organization of workouts is really convenient. The articles can be fun to read, but a lot of them can be misleading and fail to sight any credible sources. The articles about metabolism and targeting fat are particularly problematic. That doesn't mean you won't get results! It's a great app that encourages people to get moving in a way they enjoy. Just take the advice with a grain of salt and keep making progress.",Accuracy,4,,
Sara Morgan,Non_Functional,"The premise is amazing, not only are there options for all, but instructors & videos are of outstanding quality! I rate 3.5 bc I can only view ""for you"" section on my phone but not my computer where I actually use the app preventing me from seeing my favorites. Additionally, I wish there were a way to organize my favorites into my own categories to easily get to what I'm looking for instead of scrolling through a single disorganized row. I beg you to make that change for all users!",Usability,4,,
smallfry 34,Non_Functional,"This app is just AMAZING! So far I have done a yoga session and two warm up sessions and I love it! I am only giving 4 stars because you have to pay to see the recipes of the meals/snacks/drinks, which sucks because I love trying new foods and cooking. Edit: and you can't disable the chat. There is an incognito setting but it doesn't work really well. Other than that amazing job developers! Edit #2: for some reason today (7/19/21) the app has been taking forever to load like there is a bug.",Usability,4,,
Ruchi Bansal,Non_Functional,"FitOm has been the perfect workout buddy in this pandemic, so much so that I get anxious on days I don't end up working out! But I really like their holistic approach. There is something for everyone here! One thing I would change is the layout of the app since it can get confusing navigating it. What seems to be my workout settings are actually my account settings and vice versa. I would also like them to improve the browse page.Basically, it needs to be more user friendly. But I love this app!",Usability,4,,
Cheeks P,Non_Functional,"uploaded the app on my new phone, more ads than before. after a workout it would be nice to just go back to my main page. many options afterwards kind of interrupts the flow. also there seem to be some workouts that are missing. there were desk and seated one for work that I can't find anymore. overall cool app.",Performance,4,,
Breanna Green,Non_Functional,This app is actually awesome! I've tried a lot of exercise apps that I didn't like due to ads or the poor quality of the workout. The workouts on here are great and I'm always sore the next day even though they are 20-30 minutes. This app would be PERFECT if only I could mute the background music in the videos and play my own,Usability,4,,
Yvonne Eele,Non_Functional,I love this app. I would like it better with one small change. I prefer to watch a workout all the way through before doing it. If there was a way to watch a video in preview mode (but seeing entire video) that would be great. Right now it feels like I'm cheating because the app thinks I worked out to a video that I was just checking out.,Usability,4,,
Tamara Francuski,Non_Functional,"App is quite good, workouts can be really challenging if you are not cheating. But there is one minus for meal recipes- I found on quite a few recipes that is missing some ingredients, such as toppings or dressing. It says in process of preparation to mix all the ingredients for dressing, but doesn't say what are the ingredients. So, it's either you have to improvise or change the meal.",Accuracy,4,,
B P,Non_Functional,"Love it, the workouts are great. There isn't a great deal of meals for the vegan section though and also with the meals it doesn't say all of the ingredients in the ingredient list but then in the directions they will add an ingredient. So if somebody wants to follow it directly they will have to guess how much of one ingredient. I love the challenges in the app, they always keep me focused on the workouts and the progress pics can be added too.",Usability,4,,
Claire Grant,Non_Functional,"Love this app. So much variety from stretching to weights workouts, as well as different trainers to choose from too. There are no add interruptions which is fantastic. Would rate this higher but I have to force shut the app at the end of the workout as it freezes. But otherwise this I may go to when I need some motivation or variety! Would highly recomend!!",Performance,4,,
Meka,Non_Functional,This App makes working out fun. It's great to be able to do workouts designed for your personal goals that incorporates different types of exercises.,Performance,4,,
Yahuda Yisrael,Non_Functional,Awesome 👌,Performance,4,,
Meka,Non_Functional,This App makes working out fun. It's great to be able to do workouts designed for your personal goals that incorporates different types of exercises.,Performance,4,,
Suzette Seveny,Non_Functional,"The app is good, and I've subscribed, but I wish it was more ""in my face"" to remind me to work out, or stop and stretch. It's too easy to ignore.",Usability,4,,
Asuka Kumagai,Non_Functional,Love fiton! I switched phones and on my pixel I am able to see a sessions category when picking out a workout but not on my Samsung. Luckily I can add session workouts to my recommended list from my pixel so i can do the workoutsbut it is inconvenient. Also I stopped the program get up and move but it continues to be added to my Google calendar. Overall love this app but the things I mentioned makes it 4 stars vs 5.,Usability,4,,
Alexis Diaz,Non_Functional,Love the app...I do not like that I cannot sync my Samsung watch though. I track my steps with my watch but it doesn't sync with the app eventhough it says it should,Performance,4,,
Kayla Lippert,Non_Functional,"The workouts are okay. I am not a fan of them not showing modifications. I'm lucky I know how to modify when needed, but many people don't. I wish the nutrition area had more resources, but you have to pay for them, even with the pro version. Edit to my review: they refunded me my yearly sub after I emailed to cancel and said they appreciated the feedback. I think it says a lot that they listen. Adding some stars to my review for good customer service & getting back to me in a timely manner.",Usability,4,,
Emma,Non_Functional,"I absolutely love this app and have been using it for years. However, I decided to pay for the pro so that I could follow the workouts on my TV, but it just wouldn't cast, which was obviously disappointing. I have no issue casting for other apps. I would absolutely recommend to friends as the workouts are fun and cover absolutely everything. Just a shame about my problem.",Performance,4,,
Gabriel Sebastian Sandoval,Non_Functional,You have to pay,Usability,4,,
Joanne Frye,Non_Functional,"I no longer have this app, and they are trying to take money out of my account. Follow up- Alex reached out to me right away and informed me that I would receive a full refund.",Reliability,4,,
Abigail Villarreal,Non_Functional,Wish I could cast the free workouts,Usability,4,,
venessa kapkwarich,Non_Functional,"I love the programs. I have started doing them and shared the app with a friend however, I find that she has some programs that I like but I can't access them on my app. How do I get them too",Usability,4,,
Christina Fox,Non_Functional,I've really not had time to do these exercises.,Performance,4,,
Anthony Hernandex,Non_Functional,Challenging but worthwhile,Performance,4,,
KayC,Non_Functional,Such a great variety of workouts. Fun to use. Would like some wall pilates workouts.,Usability,4,,
Katie Hayes,Non_Functional,Love the app but wish it had stronger options for in the gym,Usability,4,,
Mvulazana Nokwe,Non_Functional,Don't use it much,Performance,4,,
Brooke Rousselle,Non_Functional,"Once you find a couple trainers you like, it's good",Usability,4,,
Meena Honcharik,Non_Functional,Need to try it more,Performance,4,,
Lexanndine Taylor,Non_Functional,Different kinds of workouts with different people. The stories are enough to keep you going_,Usability,4,,
Simit Akudo,Non_Functional,"This's the best so far,I love this.",Usability,4,,
Sharee Phidd,Non_Functional,There is a wide variety of workouts for you to select from and they are great!,Usability,4,,
Juditte du Plessis,Non_Functional,My first workout was great. Perfect for what I need to reduce my AS and Fibro symptoms. It was like the instructor knew me as an individual and having the app set reminders into my calendar really helps me stay on track and motivated to exercise. Hope the rest of the workouts are just as great as the first.,Accuracy,4,,
Selina Esquivel,Non_Functional,I have the paid subscription not sure what the benefits are but I like the appp,Usability,4,,
Rachel Weist,Non_Functional,1st workout and so far lovin it.,Usability,4,,
Akhona .K,Non_Functional,"i just started using this app and it's motivating me to workout early in the morning and and balance my life and I love how there are so many options that'll all help you and even educate you on ways to deal with illnesses such as Diabetes, and you can have all of this available to you either for free or ,you pay for using the premium version of this app",Usability,4,,
Dale Thomas,Non_Functional,this is what I want to do and I hope you do to because this is what we all want to look good right,Usability,4,,
Venecia Robertson,Non_Functional,Great app. Excellent workouts. Lovely trainers. I love this app,Usability,4,,
Mandy,Non_Functional,I have just changed my review as the app is now updated so you can use Google play points again to subscribe for fiton Pro 🙌☺️ I've just subscribed for another year 🥰 💪🙏🙌 I love this app xx,Usability,4,,
Aaron Waggoner,Non_Functional,"It's got some great workouts, and trainers that I like to use every time, but I'm not interested in the social media aspect if it. It also will occasionally have pop ups that are hard to close out. If you can navigate past the annoying stuff the app has some good material.",Usability,4,,
Clo Cox,Non_Functional,Fun!! Shouldn't need premium to workout with friends because that woukd inspire me,Usability,4,,
Nikia Perry,Non_Functional,I love that this app offers great work-out options but I don't like the marketing to force you into a subscription.,Usability,4,,
Chika Onuh-Nnamdi,Non_Functional,it's a pretty great app and my go-to for workouts. I like the fact that workouts are done by actual fitness instructors who have the credentials/experience and not animated characters.,Usability,4,,
Lisa Hanson,Non_Functional,"Love FitOn. Great instructors, wide vareity of workouts, great recipes and advice. Love how FitOn thinks about busy lives. Only request hence the 4 star is I can't preview workouts within a program without selecting the program. Otherwise 5 star",Usability,4,,
Kaitlin,Non_Functional,Great workouts just has long ads...,Usability,4,,
Alicia Walker,Non_Functional,I love it but there are so many ads it makes it a bit annoying to workout.,Usability,4,,
Devin Faria,Non_Functional,"I was originally 5 star, but I decided to give it 4. The reason for dropping one star, was because you have to be in the ""pro"" paied membership to be able to cast your workout to your TV as well as connect your Samsung watch or whatever active tracking watch you may have. Other then that, I absolutely love the app and the workouts and challenges that it provides!",Usability,4,,
Millie Hudson,Non_Functional,brill but the sound goes so quiet when you want to do it on video with a friend,Performance,4,,
Chelsea Sakata,Non_Functional,"Absolutely best fitness app I've come across. Best of all, the workouts are free! Edit: Sometimes the app doesn't log your progress, which can be frustrating. There's no way to fix it either. Edit: I just purchased the premium and I'm disappointed that the fitbit link isn't compatible with the model I have. That's the main reason why I bought a 6 month subscription. The recipes are still nice though.",Reliability,5,,
Bonnie Kolbenstetter,Non_Functional,"I'm enjoying the workouts, help videos, and recipes in the pro version. My only issue is with the casting. I can't pause the video if I need to when it's casted on my TV. I tried doing it from my phone and my TV and it doesn't work. Of course I don't want to take breaks when working out but with 2 kids, sometimes it's necessary. Overall, still really like the app and what it has to offer.",Performance,5,,
Martha Visconti,Non_Functional,"Love this app. So much versatility. The trainers are all equally great in their style and motivation to keep you moving. I've tried things I wouldn't have otherwise and helped my body with mobility and stretching. The way to search for a workout via time, body part, trainer, style makes it so easy to find something you're looking for. The challenge are great to keep you accountable as well as the invite your friends feature. I've turned my sister onto it and we can do long distance workouts!",Usability,5,,
Shauna Greib,Non_Functional,"Best Fitness App! This app has changed my life. It has tons of workouts of different styles, difficulty levels, and lengths of time. There are new workouts added and plenty of instructors with different styles, so I never get stuck in a rut. I do every workout from the comfort of my own home with virtually no equipment. I highly recommend this app!",Usability,5,,
Kathy Leonardi,Non_Functional,"I absolutely love this app! So many options to choose from, always have great warm ups and cool downs, and even lots of options on the free app. I also love how I can either hop on to the current workout of the time or schedule my own workouts throughout the week. Although, it would be nice if I could schedule the same workout (i.e. rise and shine yoga) several times a week. However, I've managed my way around that for now. Just would be...a wee bit more convenient is all. Lol",Usability,5,,
Alex Kupyna,Non_Functional,"I normally never stick to fitness apps, but I did with this one! I like how there are different workouts recommended for me every day, and they also repeat occasionally. I also like how you can find another workout if you want something different from what is recommended. And best of all, it's free! Edited later: I had to take a break from the app for a month or two due to a busy schedule, but coming back to it was really easy, and I really enjoy seeing my favorite instructors again!",Usability,5,,
Christy Hemphill,Non_Functional,"I've used this app almost daily for over a year now, and logged over 650 workouts. I am not typically evangelistic about or all that loyal to any products, but I rave about FitOn to anyone looking for a fitness app. I used to use workout DVDs, but it gets old doing the same routines over and over and expensive to buy new ones and find they aren't really favorites. This app gives almost limitless possibilities for mixing it up and never getting bored. I love being able to switch things up between all the different kinds of workouts. I have exercised regularly for 20+ years and I find the advanced modifications on the level 2 and 3 workouts to be plenty challenging and allow for progression in my fitness level. Over the past year, I've lowered my body fat percentage and gotten noticeably stronger and more flexible. The trainers are very professional and promote safe workouts that don't result in strains and injury. The only thing I wish was that there were better (and longer) dance workouts with decent music tracks. I have to go back to my DVDs to get good Zumba/Bollywood/HipHop dance workouts.",Usability,5,,
Kristi S,Non_Functional,"I LOVE this app!!! There are a million workouts to choose from, the instructors are not annoying at all and I've enjoyed every single workout I've done (and I've been using the app for well over a year now)! There is also such an amazing variety of workouts to choose from and it's all for FREE with no annoying ads or anything! And the app has worked flawlessly every time I've opened it! I honestly cannot rave enough!!!! JUST TRY IT ALREADY, you'll love it!",Reliability,5,,
A Google user,Non_Functional,"I LOVE this app. I admittedly downloaded it months before actually using it, but I've been using it for the past two months and am SO happy with the results. The instructors are phenomenal and the work outs are really good quality in my opinion. There is a huge range depending on what you want to do and I genuinely enjoy the work outs. The more I explore the app, the more helpful things I find. You can even go through the videos and schedule them with reminders so you can plan ahead. Love it!",Performance,5,,
Brittany Holmes,Non_Functional,"I have the free version of Fiton and LOVE IT. It's so easy to use, easy to connect with and work out with others on it, and chalked full of amazing content that is so helpful and makes a difference. I've tried A LOT of different apps and this one is bar none. Imagine what the paid version is like. Amazing. Worth every penny for the paid version.",Usability,5,,
Ely Ford,Non_Functional,"I absolutely love this app! There is such a variety of workouts, you cannot get bored with your fitness routine. You are able to choose your workout time, type of workout, trainer, intensity, which makes it so easy to customize to any schedule. I like the app so much, that I went with the pro version, which allows you to customize the music, download workouts, and even get weekly meal suggestions. As an additional bonus, I love the inspirational quotes everytime I open the app!",Usability,5,,
Nathaly Sanchez,Non_Functional,"I have never paid for diet programs or work out program. However, I was having a difficult time motivating myself and come up with healthy recipes. The FitOn app is amazing i love that I was able to set the intensity of the workouts and how it adjust workouts according to individualized goals. The food is healthy and delicious with so many options to pick from. The food is so delicious, my kids and husband eat it too, which is awesome cause you can easily change the serving sizes. Love it💙",Usability,5,,
Fatmir Mollabeqiri,Non_Functional,"Most likely this is the best free workout app available. Supposedly it let's you customize according to your goals, but I found that to be more of a gimmick than a real feature. In reality it is heavily geared towards women. So if you are a guy that is trying to build muscle than look for something else. If you are trying to lose weight, build endurance, and experience whole lot of different workout techniques than this app is perfect for it.",Accuracy,5,,
Christian Wirtz,Non_Functional,"Garbage. Tracking randomly crashes and, if you're unlucky, your progress will reset to 0. I've had multiple evenings where I'll walk 8-10 miles but because of these crashes and lost data, it tracks 2 miles or fewer (once is an accident, twice is coincidence, three times is a pattern). If you want an accurate activity tracker, look elsewhere.",Reliability,1,,
Dwight Gentry,Non_Functional,"After seeing this app included on several Best app lists, I installed the free version in order to get distance and pace info for my daily walks, but this app was disappointing. I walk varying distances on a riverside bike trail, and there are mile markers along much of my route. The app displayed distances that tended to be about 85% of the actual marked distances, and the pace data was wildly inaccurate (often much slower than actual, sometimes much faster). I guess I'll keep looking.",Accuracy,1,,
R Trussell,Non_Functional,"Was a great app, but after an update in September 2022 or so, it frequently loops back into the ""save workout"" menu. When it does this it won't let me save the workout, and it won't let me discard the workout - just repeats the""save workout"" menu. I have to delete the app and reinstall it to get it to work properly and then it fails within a day or two. It started with a pixel 6, and continues to do it with the new Pixel 7 as well. I have submitted multiple support tickets with no resolution.",Reliability,1,"Sorry to hear this! Please submit a support ticket so we can investigate. Open your MapMy app, Go to Menu, Help, Contact Support, Provide details about your problem, Let us know you left a review, and Submit.",
Katt Ness,Non_Functional,"Used to love it. Now I have to uninstall it. Not at all reliable. It only partially tracks your movements. When I finish, it shows a much shorter and inaccurate route (i.e. if I ran the route the way your map shows, I would have had to run through the centers of my neighbors' properties, which would be illegal and physically impossible. I used to love this app, but apparently it's no longer in operation.",Reliability,1,"Sorry to hear this! Please submit a support ticket so we can investigate. To do so: Open your MapMy app. Go to Menu, Help, Contact Support, provide details about your problem, let us know you left a review, Submit.",
Sara Piazza,Non_Functional,"Very handy, works well! Edited to add, this is garbage. It no longer measures my distance, only calories and time. Goodbye. 10/25/21 edited to say I got to work temporarily but now it won't open. It was apparently hijacked by an offer to upgrade and I have never been able to open it since. Won't let me get past the upgrade screen. When it works it's a great little app but it has not worked very well in the long run, so to speak 10-26-21 you don't understand. I can't get past the update screen",Reliability,1,Sorry to hear this! Please submit a support ticket here: https://underarmourhelp.zendesk.com/hc/en-us/requests/new and one of our agents will be in touch soon!,
Jamie W,Non_Functional,"Even after two years and numerous updates, this app is still slower, more glitchy, less accurate, and overall less user-friendly than Endomondo. There is no way to change which stats appear at a glance in the list for past walks; it defaults to distance (which is displayed twice actually) and average pace. If you would rather know your average speed, for example, you have to click on each workout individually. I still miss Endomondo and wish they had never replaced it with this.",Usability,1,"Sorry to hear this! Please submit a support ticket so we can investigate. Open your MapMy app, Go to Menu, Help, Contact Support, Provide details about your problem, Let us know you left a review, and Submit.",
Ashleigh Powell,Non_Functional,"Lately, I can't log anything. When I open the app, it automatically gives me the 'save workout' option, but with no numbers or data. If I try to go back to the main page to start a workout, it will go to that page for 2 seconds before it goes back to the ""save workout"" page before I can click on ""start workout"". Lather, rinse, repeat. It will not let me escape the page. It has been a week, I have tried resetting my phone, to no avail, and at this point, I guess it's time to try a new app!",Reliability,1,"Sorry to hear this! Please submit a support ticket so we can investigate. To do so: Open your MapMy app. Go to Menu, Help, Contact Support, provide details about your problem, let us know you left a review, Submit.",
Marsha Seekins,Non_Functional,This has been a great app. Now it is buggy. It keeps flipping to a screen that says save workout (even when I am not working out). I try to arrow back and it asks if I am sure and I say yes. It pops back for a second then back to save workout. It's no possible to use the app at all with this going on. I tried the update and reinstall. Pitiful.,Reliability,1,Sorry to hear this! Please submit a support ticket here: https://underarmourhelp.zendesk.com/hc/en-us/requests/new and one of our agents will be in touch soon!,
John Krueger,Non_Functional,"Been using the free version for several years. Used to work great, but seems to get worse with every ""upgrade"". Newest update won't let me save my workouts without taking a photo, and bounces back and forth between screens that I haven't selected. Not worth messing with anymore; I'm going to try something else.",Reliability,1,,
Karyn Charmley,Non_Functional,"This would be 5 stars if it was dependable. Every other walk, it stops logging distance at .04 miles. I like that it syncs with my Fitbit. I like the social aspect so I can have healthy competition with friends. I like the live updates along my walk for distance and pace. I detest that it fails to log my walk 50% of the time. I've uninstalled it, but the only thing that helps is clearing cache and data for the app. What a pain.",Reliability,1,,
A Google user,Non_Functional,Was a great app until last update. Went from accurate tracking to worthless tracking. I walk the same paths daily and am now getting under reported results. The mapping doesn't even display the rout accurately. Voice prompts are no longer on the mile intervals and the split times are really goofy. Calories burned are no longer accurate. About all it's good for now is tracking overall time and a date. Very dissapointing. Update: Switched to backup phone and unreliable results about the same.,Accuracy,1,,
Jadis Jones,Non_Functional,"Loved this app because it didn't run in the background and drain my battery. Counts distance, steps, total time, avg mile time, shows a map of where you worked out and you can save each workout for comparison. Only issue I had noticed is that it didn't always start to clock/measure my workout until I was into it for a few tenths of a mile. UPDATE - continued to start and stop counting steps and tracking mileage and became useless. Uninstalled.",Reliability,1,,
A Google user,Non_Functional,"Not reliable - I've been using this app for almost a year and this is the third time it's just decided not to sync with my samsung watch. The last time this happened nothing was recorded for 2 weeks, then it miraculously started working again, and here it is a couple months later and again, no sync. A week now the watch says synced, nothing shows in the app. When it decides to work it's fine, but the intermittent failure to sync is unacceptable.",Reliability,1,,
Elaine Neff,Non_Functional,"If i could give zero stars, I would. I have used this app for years. For walking, running, cycling. It worked great. I Ioved it. For the past year it has been glitchy. Takes forever to start. Update screen wouldn't go away. Won't save my walks anymore. Now, difficult to change from walking to another type of exercise. I Uninstalled it and reinstalled it. I waited a year, hoping they would fix the problem. Today I gave up and Uninstalled for good. Downloaded a different app.",Reliability,1,"Sorry to hear this! Please submit a support ticket so we can investigate. To do so: Open your MapMy app. Go to Menu, Help, Contact Support, provide details about your problem, let us know you left a review, Submit.",
Karen Bolwin,Non_Functional,Use to be great. Since the most recent update it takes forever to load. I use to be able to view my challenges (what few are actually offered) and now it reads error. Sometimes it completely missed a walk even though I hit start and GPS was on. I've downloaded Strava instead. More free challenges to keep you on track and seems to be more reliable.,Reliability,1,,
Peter H. Smith,Non_Functional,"I used this regularly. Then the advertisements started getting invasive. This app requires LTE access. When they started ambushing me with video that has the sound on by default, my reaction was not, ""Gee, this is really annoying. I don't like the invasive sounds, and I'm to cheap to buy unlimited LTE. I think I'll pay to get rid of these obnoxious ads."" Instead, my reaction was, ""Time to uninstall this otherwise useful app."" --- Old review (Thanks for fixing it! Ad attacks! Oh well...) Worked great, and then it didn't.... Suddenly decided the route is 75% shorter.",Usability,1,,
ellen hartup,Non_Functional,"I've used this app for several years for free and it was wonderful. Due to an injury, I had not walked in 3 months. When I logged in the other day, I could not get off the MVP screen and was forced into the trial offer for a monthly/yearly subscription. Is this app no longer having a free version????? I don't need bells and whistles, just distance:/ I know...submit a support ticket, blah, blah, blah....",Usability,1,"Sorry to hear this! Please submit a support ticket so we can investigate. To do so: Open your MapMy app. Go to Menu, Help, Contact Support, provide details about your problem, let us know you left a review, Submit.",
Rudy Penza,Non_Functional,Started out a good app but the last two updates have completely screwed it up. Doesn't save workouts or makes you wait to start a new workout to save the old one and the music integration is sketchy. Why can't people just leave their damn app alone. In the end they all render their apps useless with the constant need to update. Some things don't need improving. This was one. Probably going to find a new app and dump this one.,Reliability,1,"Sorry to hear this! Please submit a support ticket so we can investigate. Open your MapMy app, Go to Menu, Help, Contact Support, Provide details about your problem, Let us know you left a review, and Submit.",
Melody Glogowski,Non_Functional,"Not accurate. I have been using this app for quite awhile now, thought it was great. Put it on my husband's phone, we both started at exact same time, walked exact same route. His showed 8.03 miles, mine showed 7.3. Time was different. Mine 19mph. His 16mph and times were off by 5 mins. Not happy with this at all. Going to find a different app. 5/21/20 Tried experiment app on both phones again, same results. Mine was one mile shorter than on husband's phone, same route same pace.",Accuracy,1,,
Caroline Davies,Non_Functional,I have used the app for over 10 years and very happy with it. After a couple of small issues I reached out for assistance and was advised to uninstall and reinstall the app. When I tried to reinstall I was unable to as the app now states it is no longer compatible. I would have been quite happy to continue with the app as overall I was happy with just a couple of 'blips' I requested help installing an older version and was told it could not be done. A VERY UNHAPPY LOYAL CUSTOMER,Performance,1,"The latest versions of our apps no longer function on devices with older operating systems. For Android devices, OS version 9.0 is the min requirement for the app. For security reasons, we cannot provide users with older versions of our apps.",
A Google user,Non_Functional,"I was more than excited to start using this app to track my workout progress--so much so I didnt even mind the various redundant steps to get it, finally, working. However, when looking at my progress half-way through, the app didnt even start. I pressed ""start work out"" a number of times (again, hideously redundant steps) and it STILL didn't work. This is a garbage app. thanks for nothing--oh, wait, now I get under armor emails now as I had to sign up. so thanks for nothing plus the junk mail.",Performance,1,,
Lauren Fraclose Osborne,Non_Functional,"This app seems to need a constant signal to work, even when I just want to look at my workout routine. I live in an area with hardly any phone signal and it is very frustrating not to be able to open the app to look at my previous workouts because it's not connected. There needs to be a standard option to keep data available offline. Pretty disappointing.",Usability,1,"Sorry to hear this! Please submit a support ticket so we can investigate. To do so: Open your MapMy app. Go to Menu, Help, Contact Support, provide details about your problem, let us know you left a review, Submit.",
David Johnson,Non_Functional,"Very poor quality and unusable app, can't access because I've forgotten my password but every time I go to try and reset my password, the so called reset password link does nothing, doesn't send a password reset to your email ever, have tried this on numerous occasions and not once have I ever received an email with a reset password link",Usability,1,,
Mary Carol Sears,Non_Functional,"I used to love this app. Now it has been changed and I'm trying my hardest to cancel it. The part I had loved was seeing my route on Google Maps with all the functions such as zoom in and out. Those functions have been taken away. Meanwhile I get flooded with a bunch of fitness statistics about which I could care less. I want a MAP. The ""help"" section on the website is worse than useless. It only offers robotic canned answers which do not fit my questions. Now -- surprise, surprise! -- I cannot find out how to cancel my annual payment! I feel ripped off as well as frustrated. It's a shame, because I had really appreciated the previous version of the app.",Usability,1,"The route map is still a core piece of our app experience. If you are having trouble finding it, please submit a support ticket here: https://mmf.zendesk.com/hc/en-us/requests/new.",
Trees,Non_Functional,"The last 2 updates have made it slow and difficult to 'save', before these updates there was a 'save' in the top right corner, press that once and it would save, perfect. Now, the update needs multiple presses on the blue save area, takes ages, and this last update is even worse. All I want when I finish, is to finish, not keep interacting with it to finish. I am patient and will wait for a fix on this, but if the next update is not an improvement, I won't be using it anymore.",Usability,1,"Sorry to hear this! Please submit a support ticket so we can investigate. Open your MapMy app, Go to Menu, Help, Contact Support, Provide details about your problem, Let us know you left a review, and Submit.",
Ian MacGregor,Non_Functional,This app requires person information to create an account JUST TO USE THE APP! I shouldn't have to go through all of that just to use the app for my own use. Uninstalled.,Usability,1,,
Ant Sneath,Non_Functional,"Slow to load anything. Different WiFi networks, mobile networks, doesn't matter. It's slow anywhere you are, all of the time. 45 seconds to pass the black splash screen when you open the app. About 30 seconds to load your workouts. As for being able to see local routes, forget about it, nothing appears.. Unusable app.",Performance,1,,
Sheila kelman,Non_Functional,"I am so disappointed with this app. I first used it to collate all my workouts, with good results, for over 4 years but changed to Endomondo when I started having problems. I liked the accuracy, simplicity of access to stats and layout of Endomondo. I have now been forced back to Mapmywalk, but despite following all the troubleshooting instructions, it is totally unreliable in tracking my walks. Not having auto pause means having to remember to manually stop and start. Bring back Endomondo!!",Reliability,1,,
Marko Pranjic,Non_Functional,"Doesn't function properly at all. I've installed the app on two different phones, turned on GPS and started walking. After about half an hour and 2.5 kilometres, the app reported that we only passed 320 meters! At first I thought it could be due to bad signal, but other services such as navigation seemed to work okay. We gave it another chance and started a new workout, but this time with a simple pedometer app also running. Map My Walk reported, again, only 700 meters after 1h walk. Meanwhile, the simple pedometer reported correct distance.",Accuracy,1,,
Gary Jannetts,Non_Functional,Great until last update. Now the app I used to use daily won't record the distance of my activity so basically it is a waste of my time to use anyone. Otherwise I would have given the app a great review and possibly 5 stars. This has now happened again!!,Reliability,1,,
Jase Maddox,Non_Functional,"This app was amazing when I first started using it, then after a couple of months I lost the ability to share my workout with friends, so I had to screen shot and send which was annoying, but I perceived, now this week its become unbearable!!!! Its started to stop tracking me halfway through my walk, even though I have normal GPS and data on, and it decides when I'm finished. I used to be able to do 8- 10 miles a day 5 days a week with no issues at all, now I get to 2- 3 miles and fails awful",Reliability,1,,
Wesley Maxwell,Non_Functional,"It's been about a month now where I open the app and it opens up to the summary page of a walk, you hit delete and come out and it throws you into a forever ending summary page opening up.",Reliability,1,,
Andy Dolphin,Non_Functional,"Often pauses work out by itself, bloody irritating Update: Complete shite, one workout has now been running for a month and WILL NOT end. Over a million calories burned FFS",Reliability,1,,
Tomislav Pavlović,Non_Functional,"well, it stopped working switched to a new phone and can't login anymore",Performance,1,,
A Google user,Non_Functional,"Rubbish, didn't map my walk at all, despite having permission. All it seemed to do was set a timer. I also didn't see the need to harvest so much personal information until it said it would sell it on. Tried it again the next day with the same result. Records time and calories (how???) But says no distance travelled. Checked the map at several points of my walk, it didn't update since I set out.",Accuracy,1,,
Christian Horner,Non_Functional,This app has got worse. It's no longer accurate. I've been using mapmywalk and mapmyrun for years since they purchased and rebranded the Endomondo app. I've also been walking the same handful of routes for years so I know the distance and the pace. Unfortunately mapmywalk is now calculating distance approx 10% under and therefore pace is inaccurate also. I've recently used the Google fit app concurrently and this shows the approx 10% error from mapmywalk. I've also used different phones.,Accuracy,1,"Sorry to hear this! Please submit a support ticket so we can investigate. Open your MapMy app, Go to Menu, Help, Contact Support, Provide details about your problem, Let us know you left a review, and Submit.",
Joseph Cormier,Non_Functional,"Okay now I have the paid app and I will not be paying for a second year. This app for my Apple devices is completely different and is far more polished then the one for my Android phone, it is truly a second rate app compared with the features for my Apple devices. On top of that I cannot get it so sync sometimes a for several days, I need the data when I get home not days later. Now yesterday I did a long 32 km's (20 miles) and it did not record the last 12 km's where all the hills are so now I have no idea of my elevations gains for the walk as well as the time it takes in that heat, It was 41 C. (106 F) and it ruined the data that I cannot easily replicate, I went out specifically so I knew my times in the those conditions, I will not be renewing, Not acceptable. I was willing to put up with many of these short falls but not fully recording my data is what has made me finally hate this app.",Reliability,1,Sorry to hear this! Please submit a support ticket here: https://underarmourhelp.zendesk.com/hc/en-us/requests/new and one of our agents will be in touch soon!,
Kim Gomez,Non_Functional,Motion and fitness option isn't available on Android version of app.,Usability,1,,
Jodie Archer Schibline,Non_Functional,It isn't tracking my distance as soon as I turn off my screen.,Performance,1,,
Bridgette Mandeville,Non_Functional,Once I completed the profile it kept going back to the beginning.. after 7 times I gave up,Accuracy,1,,
A Google user,Non_Functional,"I have been using Map My Walk for several years to map my walks, hikes, bikes and skis and have always been very happy with it, the map it generates and its accuracy. In the last two months and since switching phones from a Samsung S7 to a Samsung A50 the Map my Walk has been randomly turning off the tracking in the middle of walks. It continues to record the time but it just stops mapping the distance and then just gives me a straight line from where it stopped mapping to the end of my walk.",Reliability,1,,
